Problema,Algoritmo,M (Objetivos),N (Variáveis),Semente,Hipervolume,IGDPlus,Spacing,Pareto Subset,Taxa de Erro
DTLZ1,MEAMT-ENXUTO,5,9,29,0.0,5.0008797900588045,9.55669639784071,,
DTLZ1,MEAMT-ENXUTO,5,9,30,0.0,5.566690754303423,8.023878292852784,,
DTLZ1,NSGA2deap,5,9,1,0.0,10.182727500650994,9.126144864139677,,
DTLZ1,NSGA2deap,5,9,2,0.0,1.1682185558235463,13.750799727380624,,
DTLZ1,NSGA2deap,5,9,3,0.0,7.250633652696949,6.321954036999576,,
DTLZ1,NSGA2deap,5,9,4,0.0,2.1001589166665307,9.831782948243735,,
DTLZ1,NSGA2deap,5,9,5,0.0,1.3064498812538203,11.669108838834106,,
DTLZ1,NSGA2deap,5,9,6,0.0,1.7648706246131658,12.96852286640155,,
DTLZ1,NSGA2deap,5,9,7,0.0,2.9531276890590448,13.747517969912598,,
DTLZ1,NSGA2deap,5,9,8,0.0,1.1641382523636883,12.980829334913025,,
DTLZ1,NSGA2deap,5,9,9,0.0,4.79990330751914,8.999307640066592,,
DTLZ1,NSGA2deap,5,9,10,0.0,1.304396096172041,8.484622308651206,,
DTLZ1,NSGA2deap,5,9,11,0.0,2.2202903719421543,10.37008893515241,,
DTLZ1,NSGA2deap,5,9,12,0.0,1.2133812134201554,12.09822807935584,,
DTLZ1,NSGA2deap,5,9,13,0.029698246708962567,0.6533018478732158,8.388227469284788,,
DTLZ1,NSGA2deap,5,9,14,0.4252767116530499,0.3507193243936482,13.191502748889874,,
DTLZ1,NSGA2deap,5,9,15,0.0,1.885254678082878,12.809690684070684,,
DTLZ1,NSGA2deap,5,9,16,0.0,1.81658580363867,15.091852329608358,,
DTLZ1,NSGA2deap,5,9,17,0.0,1.1520863242570116,10.378745473184917,,
DTLZ1,NSGA2deap,5,9,18,0.0,1.6280629674456948,14.513377525742237,,
DTLZ1,NSGA2deap,5,9,19,0.0,1.7023642878774106,18.17303861305595,,
DTLZ1,NSGA2deap,5,9,20,0.0,0.8328103798015927,10.84358427832902,,
DTLZ1,NSGA2deap,5,9,21,0.0,2.8891829077123923,14.84331794625856,,
DTLZ1,NSGA2deap,5,9,22,0.0,0.9033732939386594,6.403309478394529,,
DTLZ1,NSGA2deap,5,9,23,0.0,2.2619238836316646,8.269795699374688,,
DTLZ1,NSGA2deap,5,9,24,0.0,2.3325917969651,5.330352850271747,,
DTLZ1,NSGA2deap,5,9,25,0.0,0.7031951857454884,15.592496226283156,,
DTLZ1,NSGA2deap,5,9,26,0.0,0.8194472020909619,14.845902579440711,,
DTLZ1,NSGA2deap,5,9,27,0.21644932309414777,0.4920466064112376,6.8757006891953125,,
DTLZ1,NSGA2deap,5,9,28,1.4702476851441182,0.0796330552788837,5.990119399013399,,
DTLZ1,NSGA2deap,5,9,29,0.0,1.0162042725490337,13.859075897566987,,
DTLZ1,NSGA2deap,5,9,30,0.0,5.351156792580965,9.145024737949017,,
MochilaMultiobjetivo,MOEAD,5,30,1,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,2,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,3,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,4,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,5,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,6,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,7,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,8,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,9,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,10,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,11,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,12,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,13,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,14,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,15,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,16,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,17,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,18,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,19,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,20,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,21,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,22,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,23,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,24,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,25,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,26,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,27,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,28,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,29,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MOEAD,5,30,30,1.031945521612575,0.04428272289965338,0.06059413124021768,0.9594594594594594,0.04054054054054057
MochilaMultiobjetivo,MEAMT,5,30,1,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,2,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,3,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,4,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,5,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,6,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,7,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,8,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,9,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,10,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,11,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,12,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,13,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,14,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,15,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,16,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,17,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,18,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,19,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,20,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,21,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,22,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,23,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,24,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,25,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,26,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,27,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,28,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,29,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,MEAMT,5,30,30,1.198617658650374,0.02425833004385652,0.06558499772165925,0.9284552845528455,0.07154471544715446
MochilaMultiobjetivo,NSGA2deap,5,30,1,1.1164953365626682,0.05239298166469787,0.10123104416626931,0.35,0.65
MochilaMultiobjetivo,NSGA2deap,5,30,2,1.0999872350709066,0.05804538472925815,0.10451598995036174,0.32,0.6799999999999999
MochilaMultiobjetivo,NSGA2deap,5,30,3,1.1225436993895188,0.05941976436833549,0.09731023284402246,0.35333333333333333,0.6466666666666667
MochilaMultiobjetivo,NSGA2deap,5,30,4,1.0970208343760146,0.05712095099241564,0.11111082223620787,0.31333333333333335,0.6866666666666666
MochilaMultiobjetivo,NSGA2deap,5,30,5,1.1024256299094575,0.059441149602100056,0.10207906831494959,0.32,0.6799999999999999
MochilaMultiobjetivo,NSGA2deap,5,30,6,1.0926039229358897,0.06629036063686786,0.1030076474987209,0.25666666666666665,0.7433333333333334
MochilaMultiobjetivo,NSGA2deap,5,30,7,1.1044132043131725,0.06088795172905018,0.12157519813376962,0.30333333333333334,0.6966666666666667
MochilaMultiobjetivo,NSGA2deap,5,30,8,1.110197750916401,0.058518759105606895,0.10052842020979554,0.35333333333333333,0.6466666666666667
MochilaMultiobjetivo,NSGA2deap,5,30,9,1.0817732091715102,0.06650102547546712,0.09452156903786738,0.2733333333333333,0.7266666666666667
MochilaMultiobjetivo,NSGA2deap,5,30,10,1.1149009854356442,0.05371338791187504,0.1161943955460241,0.33666666666666667,0.6633333333333333
MochilaMultiobjetivo,NSGA2deap,5,30,11,1.1032335382105003,0.06145193603449139,0.09634941352633114,0.35,0.65
MochilaMultiobjetivo,NSGA2deap,5,30,12,1.083487723996756,0.0640290220179325,0.1024905043107712,0.3,0.7
MochilaMultiobjetivo,NSGA2deap,5,30,13,1.0883526752051347,0.06086192548924015,0.10364880543638251,0.31,0.69
MochilaMultiobjetivo,NSGA2deap,5,30,14,1.0868710215815356,0.06273064081537225,0.10167206684376875,0.24666666666666667,0.7533333333333333
MochilaMultiobjetivo,NSGA2deap,5,30,15,1.1059478417378563,0.0579929443369542,0.09277295434019747,0.38666666666666666,0.6133333333333333
MochilaMultiobjetivo,NSGA2deap,5,30,16,1.121585906120706,0.047799412816435106,0.10150229698982666,0.39666666666666667,0.6033333333333333
MochilaMultiobjetivo,NSGA2deap,5,30,17,1.0788691828283037,0.06847128943837259,0.11042761706564226,0.27666666666666667,0.7233333333333334
MochilaMultiobjetivo,NSGA2deap,5,30,18,1.1034351367779927,0.05541695374745101,0.10197097365747977,0.31666666666666665,0.6833333333333333
MochilaMultiobjetivo,NSGA2deap,5,30,19,1.1143770915925082,0.05877936733468499,0.10597164898113276,0.31,0.69
MochilaMultiobjetivo,NSGA2deap,5,30,20,1.1064443544442568,0.05340699860088234,0.09173894535725917,0.37,0.63
MochilaMultiobjetivo,NSGA2deap,5,30,21,1.0792788228009085,0.0649857000782174,0.10368956785316567,0.24666666666666667,0.7533333333333333
MochilaMultiobjetivo,NSGA2deap,5,30,22,1.1282782754762843,0.056110157861020894,0.10216507527384869,0.34,0.6599999999999999
MochilaMultiobjetivo,NSGA2deap,5,30,23,1.099694935127363,0.05693202924553815,0.09955027252349039,0.33,0.6699999999999999
MochilaMultiobjetivo,NSGA2deap,5,30,24,1.0857946786273103,0.06167122012154322,0.10254142228998107,0.30666666666666664,0.6933333333333334
MochilaMultiobjetivo,NSGA2deap,5,30,25,1.0900496078979947,0.06394910822056481,0.10357343090845357,0.38,0.62
MochilaMultiobjetivo,NSGA2deap,5,30,26,1.1113090988948668,0.058483710832719665,0.10024642815014534,0.3,0.7
MochilaMultiobjetivo,NSGA2deap,5,30,27,1.0969396341508655,0.06133034994034331,0.10067799282926534,0.3566666666666667,0.6433333333333333
MochilaMultiobjetivo,NSGA2deap,5,30,28,1.146130206316936,0.04661715081455785,0.10235403688097933,0.5433333333333333,0.45666666666666667
MochilaMultiobjetivo,NSGA2deap,5,30,29,1.0922190746416942,0.06356969770733338,0.10311295647039262,0.31666666666666665,0.6833333333333333
MochilaMultiobjetivo,NSGA2deap,5,30,30,1.1002392266638474,0.06147488469460312,0.10626494307776711,0.30333333333333334,0.6966666666666667
MochilaMultiobjetivo,NSGA3,5,30,1,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,2,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,3,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,4,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,5,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,6,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,7,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,8,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,9,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,10,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,11,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,12,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,13,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,14,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,15,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,16,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,17,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,18,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,19,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,20,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,21,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,22,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,23,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,24,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,25,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,26,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,27,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,28,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,29,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,NSGA3,5,30,30,1.172252316921317,0.02860618437493847,0.08640600731490011,0.9669421487603306,0.03305785123966942
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,1,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,2,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,3,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,4,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,5,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,6,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,7,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,8,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,9,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,10,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,11,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,12,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,13,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,14,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,15,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,16,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,17,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,18,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,19,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,20,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,21,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,22,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,23,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,24,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,25,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,26,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,27,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,28,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,29,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
MochilaMultiobjetivo,MEAMT-ENXUTO,5,30,30,1.0846586703776153,0.05689458547949755,0.07852958185160976,0.9,0.09999999999999998
DPF5,MEAMT-ENXUTO,3,22,1,1.0139582930507838,0.05904769896841372,0.06167608694407794,,
DPF5,MEAMT-ENXUTO,3,22,2,1.09324297717287,0.03651837300152916,0.02942593081138023,,
DPF5,MEAMT-ENXUTO,3,22,3,0.8987075948787966,0.13123522109105806,0.04130453552828653,,
DPF5,MEAMT-ENXUTO,3,22,4,1.0931451233835048,0.04933896385517228,0.02856878066169351,,
DPF5,MEAMT-ENXUTO,3,22,5,1.0355734269768944,0.04078320899480037,0.03953545051556579,,
DPF5,MEAMT-ENXUTO,3,22,6,1.0050872581077732,0.06639723720087475,0.04256489084404601,,
DPF5,MEAMT-ENXUTO,3,22,7,1.0392330405426922,0.09285173162227535,0.03506103039646901,,
DPF5,MEAMT-ENXUTO,3,22,8,1.0595247774119225,0.048901111536190076,0.04003344155438137,,
DPF5,MEAMT-ENXUTO,3,22,9,0.9211918381265931,0.1284904546658596,0.02817270777185892,,
DPF5,MEAMT-ENXUTO,3,22,10,1.000786944235907,0.06992738553558915,0.04006564800064009,,
DPF5,MEAMT-ENXUTO,3,22,11,1.0641848308624877,0.05187310188474458,0.06526684353955513,,
DPF5,MEAMT-ENXUTO,3,22,12,0.9635040055553628,0.09773426711516013,0.02942185174058803,,
DPF5,MEAMT-ENXUTO,3,22,13,0.9981141510008935,0.12793055129764433,0.021769619198429048,,
DPF5,MEAMT-ENXUTO,3,22,14,1.0262937563025,0.1270530761013209,0.036063849431836555,,
DPF5,MEAMT-ENXUTO,3,22,15,1.0323665180098578,0.06376009895776424,0.037765210103000456,,
DPF5,MEAMT-ENXUTO,3,22,16,0.9843927142320319,0.10543369483823951,0.04672759354677206,,
DPF5,MEAMT-ENXUTO,3,22,17,0.9985262761362059,0.1766758944594957,0.023733481267856685,,
DPF5,MEAMT-ENXUTO,3,22,18,1.0732686498120259,0.0321108792550676,0.039431902299039125,,
DPF5,MEAMT-ENXUTO,3,22,19,1.0449005079766929,0.08480619704330568,0.03474479850833807,,
DPF5,MEAMT-ENXUTO,3,22,20,0.8917584116563871,0.14088716101021923,0.01784797867307208,,
DPF5,MEAMT-ENXUTO,3,22,21,0.9862395970642157,0.05670775284880564,0.03354043762221059,,
DPF5,MEAMT-ENXUTO,3,22,22,1.043612726373692,0.08849770409537591,0.02974840808686649,,
DPF5,MEAMT-ENXUTO,3,22,23,1.0684139892453108,0.039931854764687934,0.03671628194117271,,
DPF5,MEAMT-ENXUTO,3,22,24,0.8785272396162919,0.1476649180874774,0.05468070536051798,,
DPF5,MEAMT-ENXUTO,3,22,25,1.0016684300124965,0.13632645279821132,0.05503782531582877,,
DPF5,MEAMT-ENXUTO,3,22,26,1.0682597443295603,0.05775991258884617,0.06340955305157278,,
DPF5,MEAMT-ENXUTO,3,22,27,1.0880478009184351,0.03954977424826747,0.03191327098630504,,
DPF5,MEAMT-ENXUTO,3,22,28,1.0652388583926293,0.08448607250117462,0.039710082057726206,,
DPF5,MEAMT-ENXUTO,3,22,29,0.984077250335011,0.10140521688502858,0.051405408816717166,,
DPF5,MEAMT-ENXUTO,3,22,30,0.9889547596777564,0.10240224487178666,0.03258572280396632,,
DPF5,NSGA2deap,3,22,1,1.1069008291801896,0.009749985143917155,0.04779959614609103,,
DPF5,NSGA2deap,3,22,2,1.1065276508727444,0.009334440112930852,0.03181073179605964,,
DPF5,NSGA2deap,3,22,3,1.109801026959084,0.0086899409177,0.032031093047931634,,
DPF5,NSGA2deap,3,22,4,1.109216029257177,0.008794099244762203,0.02945667020017296,,
DPF5,NSGA2deap,3,22,5,1.1106571808106833,0.00891088939448044,0.029543250151672983,,
DPF5,NSGA2deap,3,22,6,1.1097762882847952,0.008746483510108514,0.029984365859619794,,
DPF5,NSGA2deap,3,22,7,1.1108478556475188,0.008264721176297615,0.031816415830763764,,
DPF5,NSGA2deap,3,22,8,1.1064506211469776,0.009665591706895623,0.030843182818651102,,
DPF5,NSGA2deap,3,22,9,1.1081047861710573,0.009128313616623937,0.02557212380196671,,
DPF5,NSGA2deap,3,22,10,1.1061722095680007,0.009734829036421587,0.02899788916578762,,
