Problema,Algoritmo,M (Objetivos),N (Variáveis),Semente,Hipervolume,IGDPlus,Spacing,Pareto Subset,Taxa de Erro
DPF3,NSGA2deap,5,24,30,1.1538224613781634,0.00021642274298198523,0.003237237404074028,,
DTLZ4,NSGA2deap,5,14,1,1.53909353000583,0.10457011285410021,0.1649560111038604,,
DTLZ4,NSGA2deap,5,14,2,1.5351274183016308,0.10731578715953628,0.17567143590208037,,
DTLZ4,NSGA2deap,5,14,3,1.5363925798105533,0.1027406300789894,0.15641733126290566,,
DTLZ4,NSGA2deap,5,14,4,1.5254655240175299,0.11734632305045435,0.17008213425959337,,
DTLZ4,NSGA2deap,5,14,5,1.5304907860247023,0.10789559337248905,0.1715112547710828,,
DTLZ4,NSGA2deap,5,14,6,1.5295419198662248,0.12095779163196009,0.1773267695657527,,
DTLZ4,NSGA2deap,5,14,7,1.5312885651318693,0.11030004552669868,0.15629603943315873,,
DTLZ4,NSGA2deap,5,14,8,1.5312749707757753,0.10502136422015808,0.17512978415398248,,
DTLZ4,NSGA2deap,5,14,9,1.5258235925038521,0.11191438041606896,0.17823728042839695,,
DTLZ4,NSGA2deap,5,14,10,1.5344729244537967,0.10876273271043567,0.18280113439117063,,
DTLZ4,NSGA2deap,5,14,11,1.5336843348372673,0.11585392456340476,0.17206778821627605,,
DTLZ4,NSGA2deap,5,14,12,1.5324251142096075,0.11660321066907085,0.18383753848612172,,
DTLZ4,NSGA2deap,5,14,13,1.533664759060227,0.10494633670521067,0.16088877769561305,,
DTLZ4,NSGA2deap,5,14,14,1.5295584795747397,0.11596714320295257,0.17098636070537163,,
DTLZ4,NSGA2deap,5,14,15,1.5364298292667096,0.10252069951818402,0.1719068588269812,,
DTLZ4,NSGA2deap,5,14,16,1.5325592237393404,0.09945701227769849,0.16680904464498414,,
DTLZ4,NSGA2deap,5,14,17,1.5288849631946182,0.11053795886231736,0.17527570231955913,,
DTLZ4,NSGA2deap,5,14,18,1.5269322923475641,0.11404266036336236,0.1635232834440994,,
DTLZ4,NSGA2deap,5,14,19,1.5215479352298542,0.11398470678351619,0.17888499103576463,,
DTLZ4,NSGA2deap,5,14,20,1.5348346601663718,0.10517881645597014,0.16349715870295303,,
DTLZ4,NSGA2deap,5,14,21,1.5316174935371516,0.10762675913995569,0.1743226316966863,,
DTLZ4,NSGA2deap,5,14,22,1.5288503298244303,0.1119522557682509,0.1858106292903663,,
DTLZ4,NSGA2deap,5,14,23,1.519836767520755,0.11750168106921584,0.17874255415012583,,
DTLZ4,NSGA2deap,5,14,24,1.5280971754335475,0.12209718983135409,0.17581517154001297,,
DTLZ4,NSGA2deap,5,14,25,1.5318657690836837,0.11580163304932459,0.18211671328750853,,
DTLZ4,NSGA2deap,5,14,26,1.532083824664115,0.10355664654373915,0.163667457810974,,
DTLZ4,NSGA2deap,5,14,27,1.529119656405814,0.10542039025730407,0.17202628117863644,,
DTLZ4,NSGA2deap,5,14,28,1.5313979998992062,0.11231274898282612,0.16048321646152192,,
DTLZ4,NSGA2deap,5,14,29,1.5296499968309225,0.11163247259151111,0.16976255269449148,,
DTLZ4,NSGA2deap,5,14,30,1.5291679575001513,0.13432213014156238,0.1691592739962075,,
DTLZ4,MEAMT,5,14,1,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,2,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,3,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,4,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,5,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,6,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,7,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,8,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,9,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,10,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,11,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,12,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,13,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,14,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,15,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,16,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,17,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,18,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,19,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,20,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,21,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,22,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,23,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,24,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,25,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,26,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,27,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,28,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,29,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MEAMT,5,14,30,1.5391316236518013,0.08077950078771041,0.0925267148087847,,
DTLZ4,MOEAD,5,14,1,1.3516295878707214,0.429500786622805,0.07166955243478042,,
DTLZ4,MOEAD,5,14,2,1.5217243213553064,0.05725480297309065,0.09879771658575054,,
DTLZ4,MOEAD,5,14,3,1.5683977871342503,0.04880104856640795,0.10455079860597723,,
DTLZ4,MOEAD,5,14,4,1.3991364070951553,0.1159470591611287,0.04103588297094668,,
DTLZ4,MOEAD,5,14,5,1.5685519812058861,0.048696707295745684,0.10971433163192244,,
DTLZ4,MOEAD,5,14,6,1.5685474580460461,0.048752763991186054,0.10964739274612041,,
DTLZ4,MOEAD,5,14,7,1.1285208253115586,0.5177660737184263,0.011209861643650398,,
DTLZ4,MOEAD,5,14,8,1.5217499313820235,0.05707139860137258,0.09651297179563463,,
DTLZ4,MOEAD,5,14,9,1.5136145037757442,0.08893227087562455,0.1011767437229593,,
DTLZ4,MOEAD,5,14,10,1.5685514645625864,0.048694429655726054,0.10976328795437851,,
DTLZ4,MOEAD,5,14,11,1.568551193701642,0.04868788167508831,0.10974188852165588,,
DTLZ4,MOEAD,5,14,12,1.5135631113751908,0.17647723525584919,0.10302414851499965,,
DTLZ4,MOEAD,5,14,13,1.5217361752317875,0.05726026821687208,0.09898947920928801,,
DTLZ4,MOEAD,5,14,14,1.568552152069509,0.048692584051708725,0.1097987744684116,,
DTLZ4,MOEAD,5,14,15,1.5685513552495793,0.04869436942025104,0.10975133122382984,,
DTLZ4,MOEAD,5,14,16,1.398244750281828,0.41586290335918874,0.043784351851313325,,
DTLZ4,MOEAD,5,14,17,1.568552085733451,0.048696694322953364,0.10977477979906611,,
DTLZ4,MOEAD,5,14,18,1.5135785527192285,0.1764745367859648,0.10233714195852313,,
DTLZ4,MOEAD,5,14,19,1.5685522408093582,0.048691969497063295,0.10978372442261158,,
DTLZ4,MOEAD,5,14,20,1.568553375260909,0.048687845934506375,0.10980643440376384,,
DTLZ4,MOEAD,5,14,21,1.5136971767981755,0.3778344618930543,0.10183693906479904,,
DTLZ4,MOEAD,5,14,22,1.3789407322876384,0.6047277057056993,0.040940118999702055,,
DTLZ4,MOEAD,5,14,23,1.5685517805770635,0.04869241025503168,0.10977787278627561,,
DTLZ4,MOEAD,5,14,24,1.5217130076192626,0.057258451498171034,0.09926999134918016,,
DTLZ4,MOEAD,5,14,25,1.568551493237516,0.04869183534182478,0.10987067716139134,,
DTLZ4,MOEAD,5,14,26,1.5658209785675778,0.051955393017116706,0.10259062183985761,,
DTLZ4,MOEAD,5,14,27,1.5685462756715287,0.048702809228078896,0.10969552522137221,,
DTLZ4,MOEAD,5,14,28,1.5136330159381852,0.17645967236031357,0.10110019691614186,,
DTLZ4,MOEAD,5,14,29,1.379687565470968,0.2525758425455027,0.042118056533271615,,
DTLZ4,MOEAD,5,14,30,1.5137216621383793,0.37775932421407593,0.10173664772835064,,
DTLZ4,NSGA3,5,14,1,1.5685507952331665,0.048683230094610536,0.10984471606151519,,
DTLZ4,NSGA3,5,14,2,1.568549610413152,0.04869823374920875,0.10966514051672777,,
DTLZ4,NSGA3,5,14,3,1.5685522614331247,0.04868670269805106,0.10967933043184017,,
DTLZ4,NSGA3,5,14,4,1.5685533756966996,0.0486966832438747,0.10979411085349874,,
DTLZ4,NSGA3,5,14,5,1.56855046015768,0.04869426944023839,0.10982862239780548,,
DTLZ4,NSGA3,5,14,6,1.5685509816089238,0.04870487744947785,0.10965087379955203,,
DTLZ4,NSGA3,5,14,7,1.5685472661975797,0.04869324323907614,0.10987858315371717,,
DTLZ4,NSGA3,5,14,8,1.5685492257689981,0.04868540002031669,0.10975877918253482,,
DTLZ4,NSGA3,5,14,9,1.568552038105672,0.04870186603966581,0.10955077472124111,,
DTLZ4,NSGA3,5,14,10,1.5685532413247631,0.048718161001603824,0.10973615554335922,,
DTLZ4,NSGA3,5,14,11,1.5685512481992991,0.04869860098500224,0.1097501583230584,,
DTLZ4,NSGA3,5,14,12,1.5685478602350114,0.048700150621186926,0.10970875654284344,,
DTLZ4,NSGA3,5,14,13,1.5685503379850816,0.04869700152671717,0.10960772591034056,,
DTLZ4,NSGA3,5,14,14,1.568529140825909,0.04870880839289593,0.10983682141706708,,
DTLZ4,NSGA3,5,14,15,1.568551491111494,0.048691265795201145,0.10980446212262307,,
DTLZ4,NSGA3,5,14,16,1.5685522168693586,0.04871116473106906,0.10972108011575438,,
DTLZ4,NSGA3,5,14,17,1.5685504297745372,0.048664220420890934,0.10975329787961802,,
DTLZ4,NSGA3,5,14,18,1.5685565770186902,0.048693605801374606,0.109662193620018,,
DTLZ4,NSGA3,5,14,19,1.5685526940378864,0.048694732186846314,0.10970424815759933,,
DTLZ4,NSGA3,5,14,20,1.5685535137097415,0.04870518925679704,0.10980661291432185,,
DTLZ4,NSGA3,5,14,21,1.568551878366781,0.04868090384211344,0.10969675887112422,,
DTLZ4,NSGA3,5,14,22,1.568550486021406,0.04869911744095543,0.10983510543785786,,
DTLZ4,NSGA3,5,14,23,1.5685532352502838,0.04868880374780603,0.10977500525704777,,
DTLZ4,NSGA3,5,14,24,1.5685507734218156,0.04869920548174657,0.10964708287007016,,
DTLZ4,NSGA3,5,14,25,1.568552061014143,0.0486941548931059,0.10972365369118786,,
DTLZ4,NSGA3,5,14,26,1.5685507945083574,0.048708113402767414,0.10983505161424671,,
DTLZ4,NSGA3,5,14,27,1.5685520653187979,0.04869735515136451,0.10991165591450197,,
DTLZ4,NSGA3,5,14,28,1.5685521743910584,0.048689611312083346,0.10971340303239209,,
DTLZ4,NSGA3,5,14,29,1.5685520067391985,0.04871043494204591,0.10961821297717095,,
DTLZ4,NSGA3,5,14,30,1.5685501326962417,0.04871562302321983,0.10980684228777768,,
DTLZ4,MEAMT-ENXUTO,5,14,1,1.5185936606108414,0.10574901583132996,0.16004627190558945,,
DTLZ4,MEAMT-ENXUTO,5,14,2,1.5326926721001894,0.09559447923552353,0.16270808921438765,,
DTLZ4,MEAMT-ENXUTO,5,14,3,1.5237536100116744,0.10056733029770286,0.15272744231562743,,
DTLZ4,MEAMT-ENXUTO,5,14,4,1.5340793521405514,0.0883575096694888,0.14459079787611848,,
DTLZ4,MEAMT-ENXUTO,5,14,5,1.455178933537268,0.42138850867785177,0.1111586153769365,,
DTLZ4,MEAMT-ENXUTO,5,14,6,1.526710666588882,0.0998919355274303,0.1535028725290513,,
DTLZ4,MEAMT-ENXUTO,5,14,7,1.5299022174593706,0.09260402598222463,0.1726169403761011,,
DTLZ4,MEAMT-ENXUTO,5,14,8,1.5309079161511798,0.0854197593832473,0.159070104728921,,
DTLZ4,MEAMT-ENXUTO,5,14,9,1.4847584060616232,0.09758049934133785,0.12413251351143835,,
DTLZ4,MEAMT-ENXUTO,5,14,10,1.5260801041701584,0.10078310279203682,0.16840129883259253,,
DTLZ4,MEAMT-ENXUTO,5,14,11,1.5133841534455894,0.11437907638550247,0.17577930761506083,,
DTLZ4,MEAMT-ENXUTO,5,14,12,1.531576495920493,0.0929949445016122,0.16945436718937854,,
DTLZ4,MEAMT-ENXUTO,5,14,13,1.5301641695934554,0.08867206285367692,0.1632213145593644,,
DTLZ4,MEAMT-ENXUTO,5,14,14,1.5267232218223494,0.09739370061406719,0.1900354204240954,,
DTLZ4,MEAMT-ENXUTO,5,14,15,1.5316313738616247,0.09564638557157865,0.16913461638667152,,
DTLZ4,MEAMT-ENXUTO,5,14,16,1.5256910842422753,0.10941990052958872,0.17235859136464887,,
DTLZ4,MEAMT-ENXUTO,5,14,17,1.527666643714755,0.10080551997432487,0.16061445513725223,,
DTLZ4,MEAMT-ENXUTO,5,14,18,1.5305960004609893,0.09235173771710777,0.16878157161196838,,
DTLZ4,MEAMT-ENXUTO,5,14,19,1.538569776829332,0.08536755826162735,0.16286564415855528,,
DTLZ4,MEAMT-ENXUTO,5,14,20,1.5340569052377058,0.0986546293668545,0.17108271622766455,,
DTLZ4,MEAMT-ENXUTO,5,14,21,1.5278629866949167,0.09929864175029784,0.16690619274739546,,
DTLZ4,MEAMT-ENXUTO,5,14,22,1.529271142341514,0.09765211203479947,0.16231299951393305,,
DTLZ4,MEAMT-ENXUTO,5,14,23,1.5249453940417967,0.09285019201175816,0.1868109635826359,,
DTLZ4,MEAMT-ENXUTO,5,14,24,1.5081265528537244,0.11009931653749387,0.16294112500162825,,
DTLZ4,MEAMT-ENXUTO,5,14,25,1.5250049077286212,0.10077905646385382,0.1586764230952863,,
DTLZ4,MEAMT-ENXUTO,5,14,26,1.4806098511364154,0.11662282606202375,0.12521238884951502,,
DTLZ4,MEAMT-ENXUTO,5,14,27,1.5221539453464912,0.10578154854771592,0.17058737007134253,,
DTLZ4,MEAMT-ENXUTO,5,14,28,1.5317943628708304,0.08543693816239727,0.18673549158317676,,
DTLZ4,MEAMT-ENXUTO,5,14,29,1.5217903690752557,0.10058766600331087,0.155299959976238,,
DTLZ4,MEAMT-ENXUTO,5,14,30,1.5297298803516284,0.09471447302443642,0.18508610689161215,,
MochilaMultiobjetivo,MEAMT,3,100,1,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,2,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,3,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,4,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,5,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,6,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,7,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,8,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,9,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,10,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,11,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,12,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,13,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,14,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,15,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,16,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,17,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,18,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,19,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,20,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,21,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,22,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,23,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,24,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,25,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,26,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,27,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,28,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,29,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,MEAMT,3,100,30,0.9736687116429248,0.04655574488007377,0.015292247978051655,0.0,1.0
MochilaMultiobjetivo,NSGA3,3,100,1,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,2,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,3,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,4,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,5,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,6,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,7,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,8,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,9,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,10,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,11,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,12,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,13,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,14,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,15,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,16,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,17,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,18,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,19,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,20,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,21,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,22,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,23,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,24,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,25,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,26,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,27,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,28,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,29,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,NSGA3,3,100,30,1.112190667545182,0.013134588458774037,0.01494849376142582,0.8995215311004785,0.1004784688995215
MochilaMultiobjetivo,MOEAD,3,100,1,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,2,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,3,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,4,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,5,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,6,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,7,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,8,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,9,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,10,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,11,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,12,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,13,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,14,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,15,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,16,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,17,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,18,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,19,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,20,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,21,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,22,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,23,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,24,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,25,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,26,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,27,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,28,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,29,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,MOEAD,3,100,30,0.9026836958227302,0.05369117781900365,0.008421844445414354,0.0,1.0
MochilaMultiobjetivo,NSGA2deap,3,100,1,1.1215578971838693,0.010306375409592176,0.01573006784983753,0.08,0.92
MochilaMultiobjetivo,NSGA2deap,3,100,2,1.1253270623203533,0.010217121034171626,0.014680466201063181,0.12666666666666668,0.8733333333333333
MochilaMultiobjetivo,NSGA2deap,3,100,3,1.1317010728502754,0.010462382464437049,0.014888708262360892,0.07666666666666666,0.9233333333333333
MochilaMultiobjetivo,NSGA2deap,3,100,4,1.1349928983976483,0.011098191976000952,0.017943619062146286,0.15666666666666668,0.8433333333333333
MochilaMultiobjetivo,NSGA2deap,3,100,5,1.1306699745246873,0.009778593273481052,0.014189734921775424,0.12,0.88
MochilaMultiobjetivo,NSGA2deap,3,100,6,1.1204426573950659,0.00936674160719819,0.016009865954264898,0.19666666666666666,0.8033333333333333
MochilaMultiobjetivo,NSGA2deap,3,100,7,1.1201540059690507,0.009465931828020711,0.013934274974385033,0.16666666666666666,0.8333333333333334
MochilaMultiobjetivo,NSGA2deap,3,100,8,1.1415376560805461,0.009906619297527772,0.015981342034030482,0.24333333333333335,0.7566666666666666
MochilaMultiobjetivo,NSGA2deap,3,100,9,1.1196330427156376,0.010307225854451757,0.01569875367287987,0.17333333333333334,0.8266666666666667
MochilaMultiobjetivo,NSGA2deap,3,100,10,1.1171403955068646,0.00956874413231547,0.01919961239469012,0.17333333333333334,0.8266666666666667
MochilaMultiobjetivo,NSGA2deap,3,100,11,1.1279472718605394,0.009303546979482907,0.01684591940137752,0.14666666666666667,0.8533333333333333
